timestamp,close,volume,ticker,returns
2024-01-02 14:30:00+00:00,186.1898956298828,21173291,AAPL,
2024-01-02 15:30:00+00:00,186.80499267578125,9010595,AAPL,0.0033036005730469054
2024-01-02 16:30:00+00:00,186.61500549316406,6143754,AAPL,-0.001017034822762608
2024-01-02 17:30:00+00:00,185.2949981689453,5381701,AAPL,-0.007073425423268609
2024-01-02 18:30:00+00:00,184.4949951171875,7228643,AAPL,-0.004317456270613418
2024-01-02 19:30:00+00:00,184.4199981689453,8238940,AAPL,-0.0004064985513267949
2024-01-02 20:30:00+00:00,185.52499389648438,9447841,AAPL,0.005991734836299001
2024-01-03 14:30:00+00:00,183.9586944580078,15935130,AAPL,-0.008442525212265961
2024-01-03 15:30:00+00:00,184.1999969482422,7040280,AAPL,0.0013117210412114666
2024-01-03 16:30:00+00:00,183.92999267578125,5295920,AAPL,-0.0014658212645726199
2024-01-03 17:30:00+00:00,184.4730987548828,3968490,AAPL,0.002952786933770657
2024-01-03 18:30:00+00:00,184.74000549316406,4500805,AAPL,0.0014468599491348488
2024-01-03 19:30:00+00:00,184.38999938964844,4256338,AAPL,-0.0018945874911137084
2024-01-03 20:30:00+00:00,184.25,5053608,AAPL,-0.0007592569559728979
2024-01-04 14:30:00+00:00,181.67999267578125,16075231,AAPL,-0.013948479371607925
2024-01-04 15:30:00+00:00,182.125,10313237,AAPL,0.002449401927337558
2024-01-04 16:30:00+00:00,182.13999938964844,7509793,AAPL,8.235766450748194e-05
2024-01-04 17:30:00+00:00,182.9149932861328,4961844,AAPL,0.004254935209626609
2024-01-04 18:30:00+00:00,182.5,4172442,AAPL,-0.0022687767616930143
2024-01-04 19:30:00+00:00,181.94009399414062,6011068,AAPL,-0.003067978114297931
2024-01-04 20:30:00+00:00,181.9199981689453,7594098,AAPL,-0.00011045297797829257
2024-01-05 14:30:00+00:00,182.07000732421875,13194900,AAPL,0.0008245885926962959
2024-01-05 15:30:00+00:00,182.0876007080078,5524889,AAPL,9.662977470936696e-05
2024-01-05 16:30:00+00:00,181.36500549316406,4494198,AAPL,-0.0039683933009940775
2024-01-05 17:30:00+00:00,181.74000549316406,4262774,AAPL,0.0020676535640395954
2024-01-05 18:30:00+00:00,181.1199951171875,9901415,AAPL,-0.003411523920086368
2024-01-05 19:30:00+00:00,180.27999877929688,7993182,AAPL,-0.004637789093065781
2024-01-05 20:30:00+00:00,181.1699981689453,6775472,AAPL,0.004936761680024215
2024-01-08 14:30:00+00:00,183.80999755859375,13311025,AAPL,0.014571945776510775
2024-01-08 15:30:00+00:00,183.2449951171875,5198974,AAPL,-0.003073839556665847
2024-01-08 16:30:00+00:00,183.99009704589844,5720535,AAPL,0.004066151592486467
2024-01-08 17:30:00+00:00,184.11500549316406,4151910,AAPL,0.0006788867948390731
2024-01-08 18:30:00+00:00,184.83250427246094,3724042,AAPL,0.0038970141373051437
2024-01-08 19:30:00+00:00,185.22000122070312,5370765,AAPL,0.0020964762110833313
2024-01-08 20:30:00+00:00,185.5500030517578,6759299,AAPL,0.0017816749210657346
2024-01-09 14:30:00+00:00,183.52499389648438,10523629,AAPL,-0.010913549565981784
2024-01-09 15:30:00+00:00,184.22999572753906,4602813,AAPL,0.003841448601013653
2024-01-09 16:30:00+00:00,184.44000244140625,3908469,AAPL,0.0011399159677438764
2024-01-09 17:30:00+00:00,184.39999389648438,2818553,AAPL,-0.00021691902186227185
2024-01-09 18:30:00+00:00,184.31500244140625,3180445,AAPL,-0.00046090812305465967
2024-01-09 19:30:00+00:00,184.77000427246094,3646429,AAPL,0.002468609852848802
2024-01-09 20:30:00+00:00,185.11000061035156,6123108,AAPL,0.0018401056991332876
2024-01-10 14:30:00+00:00,184.5500030517578,8558186,AAPL,-0.0030252150437432013
2024-01-10 15:30:00+00:00,184.50999450683594,5574178,AAPL,-0.0002167897277718378
2024-01-10 16:30:00+00:00,184.27000427246094,3427864,AAPL,-0.0013006896185566719
2024-01-10 17:30:00+00:00,184.375,3133102,AAPL,0.000569792831739635
2024-01-10 18:30:00+00:00,185.625,3976057,AAPL,0.006779661016949046
2024-01-10 19:30:00+00:00,185.8249969482422,7533201,AAPL,0.0010774246369948948
2024-01-10 20:30:00+00:00,186.13999938964844,5937690,AAPL,0.0016951564460081503
2024-01-11 14:30:00+00:00,184.3699951171875,13337967,AAPL,-0.00950899472582345
2024-01-11 15:30:00+00:00,184.19000244140625,5619114,AAPL,-0.0009762579625108847
2024-01-11 16:30:00+00:00,184.0500030517578,3849444,AAPL,-0.0007600813713707355
2024-01-11 17:30:00+00:00,184.65499877929688,4000614,AAPL,0.0032871269628229616
2024-01-11 18:30:00+00:00,185.51499938964844,3924789,AAPL,0.004657337283240581
2024-01-11 19:30:00+00:00,185.3699951171875,4502053,AAPL,-0.0007816309890736894
2024-01-11 20:30:00+00:00,185.5800018310547,5030776,AAPL,0.0011329056449207453
2024-01-12 14:30:00+00:00,185.7899932861328,8367726,AAPL,0.0011315413999688495
2024-01-12 15:30:00+00:00,185.875,4645419,AAPL,0.00045754193949654187
2024-01-12 16:30:00+00:00,185.6199951171875,3521446,AAPL,-0.0013719159801613978
2024-01-12 17:30:00+00:00,185.79379272460938,2308362,AAPL,0.0009363086520508546
2024-01-12 18:30:00+00:00,185.61000061035156,2732716,AAPL,-0.0009892263436929172
2024-01-12 19:30:00+00:00,185.51499938964844,3823230,AAPL,-0.000511832446477678
2024-01-12 20:30:00+00:00,185.9199981689453,4865441,AAPL,0.002183105304850441
2024-01-16 14:30:00+00:00,182.75999450683594,16725135,AAPL,-0.01699657752383299
2024-01-16 15:30:00+00:00,183.9499969482422,11408997,AAPL,0.006511285167289493
